unix_s,utilisation_pct,power_w,sm_clock_mhz,memory_used_mib
1788185503,0,129.02,1740,18577
1788185504,100,214.69,1800,18577
1788185505,100,349.02,1785,18577
1788185506,100,348.87,1785,18577
1788185507,100,348.98,1785,18577
1788185508,100,348.91,1890,18577
1788185509,0,230.40,1905,18577
1788185510,0,148.32,1740,18577
1788185511,0,138.41,1740,18577
1788185512,27,191.59,1815,18577
1788185513,0,150.53,1815,18577
1788185514,0,132.96,1740,18577
1788185515,0,130.36,1740,18577
1788185516,100,212.70,1800,18577
1788185517,100,349.12,1785,18577
1788185518,100,348.86,1785,18577
1788185519,100,348.86,1785,18577
1788185520,100,348.73,1860,18577
1788185521,0,233.30,1905,18577
1788185522,0,179.11,1740,18577
1788185523,0,146.32,1740,18577
1788185524,39,147.51,1860,18577
1788185525,0,196.12,1860,18577
1788185526,0,135.37,1740,18577
1788185527,0,131.43,1740,18577
1788185528,100,209.95,1800,18577
1788185529,100,349.22,1800,18577
1788185530,100,348.80,1785,18577
1788185532,100,348.85,1785,18577
1788185533,100,348.92,1785,18577
1788185534,0,235.23,1890,18577
1788185535,0,180.66,1740,18577
1788185536,0,148.38,1740,18577
1788185537,40,144.83,1815,18577
1788185538,0,183.57,1815,18577
1788185539,0,153.02,1740,18577
1788185540,0,134.16,1740,18577
1788185541,0,128.05,1800,18577
1788185542,100,348.85,1800,18577
1788185543,100,349.10,1785,18577
1788185544,100,348.68,1785,18577
1788185545,100,349.11,1770,18577
1788185546,0,239.78,1890,18577
1788185547,0,185.06,1890,18577
1788185548,0,150.10,1740,18577
1788185549,42,143.75,1785,18577
1788185550,0,183.59,1785,18577
1788185551,0,143.76,1785,18577
1788185552,0,130.13,1740,18577
1788185553,0,128.40,1800,18577
1788185554,100,300.82,1785,18577
1788185555,100,348.18,1785,18577
1788185556,100,348.86,1785,18577
1788185557,100,349.12,1785,18577
1788185558,0,244.66,1890,18577
1788185559,0,172.41,1905,18577
1788185560,0,146.82,1740,18577
1788185562,41,137.55,1770,18577
1788185563,0,197.71,1830,18577
1788185564,0,152.66,1830,18577
1788185565,0,133.98,1740,18577
1788185566,4,127.91,1740,18577
1788185567,100,280.97,1785,18577
1788185568,100,348.27,1785,18577
1788185569,100,348.78,1770,18577
1788185570,100,348.95,1785,18577
1788185571,0,270.22,1890,18577
1788185572,0,179.89,1905,18577
1788185573,0,147.34,1740,18577
1788185574,46,132.73,1740,18577
1788185575,0,202.01,1800,18577
1788185576,0,147.67,1800,18577
1788185577,0,130.97,1740,18577
1788185578,0,128.24,1740,18577
1788185579,100,237.49,1785,18577
1788185580,100,349.04,1770,18577
1788185581,100,348.70,1770,18577
1788185582,100,349.07,1770,18577
1788185583,100,348.80,1890,18577
1788185584,0,194.18,1905,18577
1788185585,0,176.25,1740,18577
1788185586,49,131.01,1740,18577
1788185587,0,207.78,1830,18577
1788185588,0,154.19,1830,18577
1788185589,0,133.31,1740,18577
1788185590,0,128.25,1740,18577
1788185591,100,229.81,1785,18577
1788185593,100,348.96,1785,18577
1788185594,100,348.93,1785,18577
1788185595,100,348.61,1785,18577
1788185596,100,348.94,1890,18577
1788185597,0,200.89,1905,18577
1788185598,0,182.83,1740,18577
1788185599,0,149.38,1740,18577
1788185600,42,151.91,1830,18577
1788185601,0,174.07,1830,18577
1788185602,0,133.45,1740,18577
1788185603,0,130.72,1740,18577
1788185604,100,236.20,1800,18577
1788185605,100,348.79,1785,18577
1788185606,100,348.92,1785,18577
1788185607,100,349.10,1770,18577
1788185608,100,348.93,1890,18577
1788185609,0,205.85,1890,18577
1788185610,0,169.26,1740,18577
1788185611,0,148.45,1740,18577
1788185612,41,151.89,1815,18577
1788185613,0,171.51,1815,18577
1788185614,0,147.76,1740,18577
1788185615,0,133.92,1740,18577
1788185616,79,146.79,1800,18577
1788185617,100,348.79,1800,18577
1788185618,100,348.85,1785,18577
1788185619,100,348.87,1785,18577
1788185620,100,349.29,1785,18577
1788185621,0,192.04,1905,18577
1788185623,0,173.82,1740,18577
1788185624,0,146.83,1740,18577
1788185625,40,154.02,1815,18577
1788185626,0,168.82,1815,18577
1788185627,0,151.94,1740,18577
1788185628,0,134.09,1740,18577
1788185629,0,128.47,1905,483
1788185630,0,152.56,1905,185
1788185631,0,150.89,1905,185
1788185632,0,99.25,330,185
1788185633,0,64.82,210,185
1788185634,0,33.54,210,185
1788185635,0,30.69,210,185
1788185636,0,29.63,210,185
1788185637,0,29.78,210,185
1788185638,0,29.86,210,185
1788185639,0,29.45,210,185
1788185640,0,32.26,210,185
1788185641,0,36.91,210,185
1788185642,0,30.48,210,185
1788185643,0,29.46,210,185
1788185644,0,29.21,210,185
1788185645,0,29.16,210,185
1788185646,0,29.18,210,185
1788185647,0,29.15,210,185
1788185648,0,29.25,210,185
1788185649,0,29.14,210,185
1788185650,0,28.91,210,185
1788185652,0,28.74,210,185
1788185653,0,29.00,210,185
1788185654,0,28.77,210,185
1788185655,0,28.49,210,185
1788185656,0,28.59,210,185
1788185657,0,28.80,210,185
1788185658,0,28.57,210,185
1788185659,0,28.42,210,185
1788185660,0,28.51,210,185
1788185661,0,28.42,210,185
1788185662,0,28.46,210,185
1788185663,0,28.44,210,185
1788185664,0,28.22,210,185
1788185665,0,28.22,210,185
1788185666,0,28.50,210,185
1788185667,0,28.38,210,185
1788185668,0,28.18,210,185
1788185669,0,28.24,210,185
1788185670,0,28.10,210,185
1788185671,0,28.28,210,185
1788185672,0,28.38,210,185
1788185673,0,28.07,210,185
1788185674,0,28.04,210,185
1788185675,0,28.14,210,185
1788185676,0,28.20,210,185
1788185677,0,28.10,210,185
1788185678,0,27.94,210,185
1788185680,0,27.87,210,185
1788185681,0,28.03,210,185
1788185682,0,28.02,210,185
1788185683,0,28.20,210,185
1788185684,0,28.21,210,185
1788185685,0,27.94,210,185
1788185686,0,28.01,210,185
1788185687,0,27.97,210,185
1788185688,0,27.86,210,185
1788185689,0,27.74,210,185
1788185690,0,27.73,210,185
1788185691,0,72.60,1740,515
1788185692,0,115.81,1740,515
1788185693,2,119.63,1740,749
1788185694,92,218.77,1935,797
1788185695,92,259.03,1935,797
1788185696,91,259.90,1935,797
1788185697,92,259.71,1935,797
1788185698,92,260.55,1935,797
1788185699,28,254.27,1935,799
1788185700,0,147.92,1935,799
1788185701,0,143.70,1935,799
1788185702,0,124.86,1740,799
1788185703,0,139.05,1935,799
1788185704,0,147.40,1935,799
1788185705,0,136.91,1740,799
1788185706,92,151.40,1935,799
1788185707,92,260.27,1920,799
1788185708,92,258.04,1920,799
1788185709,92,258.41,1920,799
1788185711,92,259.01,1920,799
1788185712,92,259.11,1920,799
1788185713,0,186.61,1920,799
1788185714,0,165.67,1740,799
1788185715,0,141.85,1740,799
1788185716,36,131.17,1920,799
1788185717,0,148.83,1920,799
1788185718,0,139.60,1740,799
1788185719,0,130.41,1740,799
1788185720,92,197.04,1920,799
1788185721,90,259.13,1920,799
1788185722,92,260.61,1920,799
1788185723,92,262.18,1920,799
1788185724,92,262.59,1920,799
1788185725,0,223.58,1920,799
1788185726,0,159.53,1920,799
1788185727,0,140.91,1740,799
1788185728,47,124.46,1920,799
1788185729,0,152.84,1920,799
1788185730,0,149.39,1740,799
1788185731,0,138.88,1740,799
1788185732,92,146.01,1920,799
1788185733,92,261.58,1920,799
1788185734,92,262.65,1920,799
1788185735,92,263.39,1920,799
1788185736,92,263.43,1920,799
1788185737,0,253.96,1920,799
1788185738,0,157.81,1920,799
1788185739,0,141.77,1740,799
1788185740,0,132.75,1740,799
1788185741,0,146.27,1920,799
1788185742,0,150.51,1920,799
1788185744,0,141.34,1740,799
1788185745,92,127.90,1920,799
1788185746,92,251.67,1920,799
1788185747,92,263.19,1920,799
1788185748,92,263.74,1920,799
1788185749,92,264.35,1920,799
1788185750,92,264.82,1920,799
1788185751,0,231.37,1905,799
1788185752,0,166.51,1905,799
1788185753,0,143.93,1740,799
1788185754,0,124.41,1920,799
1788185755,0,150.76,1920,799
1788185756,0,142.20,1740,799
1788185757,0,132.94,1740,799
1788185758,92,207.44,1920,799
1788185759,92,264.39,1920,799
1788185760,92,265.31,1905,799
1788185761,92,262.77,1905,799
1788185762,89,260.64,1905,799
1788185763,81,260.57,1905,799
1788185764,0,167.94,1905,799
1788185765,0,144.67,1740,799
1788185766,0,134.45,1740,799
1788185767,0,146.12,1920,799
1788185768,0,152.51,1920,799
1788185769,0,140.41,1740,799
1788185770,0,124.83,1920,799
1788185771,89,262.21,1920,799
1788185772,91,263.12,1905,799
1788185773,84,260.45,1905,799
1788185774,92,260.53,1905,799
1788185775,92,264.59,1905,799
1788185777,0,204.72,1905,799
1788185778,0,161.94,1905,799
1788185779,0,144.87,1740,799
1788185780,47,131.23,1905,799
1788185781,0,149.61,1905,799
1788185782,0,148.14,1740,799
1788185783,0,142.35,1740,799
1788185784,92,157.90,1920,799
1788185785,92,264.08,1905,799
1788185786,92,262.46,1905,799
1788185787,86,259.08,1905,799
1788185788,91,259.28,1905,799
1788185789,0,245.69,1905,799
1788185790,0,162.46,1905,799
1788185791,0,143.14,1740,799
1788185792,0,134.04,1740,799
1788185793,0,148.20,1905,799
1788185794,0,151.53,1905,799
1788185795,0,141.05,1740,799
1788185796,93,134.31,1905,799
1788185797,92,257.21,1905,799
1788185798,92,264.39,1905,799
1788185799,92,265.14,1905,799
1788185800,92,265.14,1905,799
1788185801,92,265.38,1905,799
1788185802,0,225.58,1905,799
1788185803,0,161.47,1905,799
1788185804,0,143.60,1740,799
1788185805,0,136.46,1905,799
1788185806,0,151.79,1905,799
1788185807,0,141.06,1740,799
1788185808,0,132.93,1740,799
1788185810,92,217.30,1905,799
1788185811,92,264.39,1905,799
1788185812,92,264.98,1905,799
1788185813,92,265.28,1905,799
1788185814,92,265.71,1905,799
1788185815,10,257.68,1905,799
1788185816,0,161.11,1905,799
1788185817,0,143.54,1740,799
1788185818,0,134.45,1740,799
1788185819,0,148.89,1905,799
1788185820,0,152.05,1740,799
1788185821,0,135.08,1740,799
1788185822,92,177.56,1905,799
1788185823,92,264.42,1905,799
1788185824,92,265.48,1905,799
1788185825,92,265.51,1905,799
1788185826,92,265.36,1905,799
1788185827,92,265.84,1905,799
1788185828,0,183.23,1905,799
1788185829,0,161.95,1740,799
1788185830,0,144.50,1740,799
1788185831,25,136.92,1905,799
1788185832,0,154.23,1905,799
1788185833,0,141.07,1740,799
1788185834,0,133.03,1905,799
1788185835,92,208.61,1905,799
1788185836,92,264.66,1905,799
1788185837,92,265.38,1905,799
1788185838,92,266.12,1905,799
1788185839,92,266.07,1905,799
1788185840,0,220.71,1905,799
1788185841,0,167.16,1905,799
1788185843,0,143.98,1740,799
1788185844,48,129.66,1905,799
1788185845,0,156.93,1905,799
1788185846,0,154.01,1740,799
1788185847,0,141.39,1740,799
1788185848,92,154.11,1905,799
1788185849,92,263.08,1905,799
1788185850,92,265.59,1905,799
1788185851,92,265.81,1905,799
1788185852,92,265.95,1905,799
1788185853,92,266.18,1905,799
1788185854,0,168.02,1905,799
1788185855,0,143.87,1740,799
1788185856,0,134.94,1740,799
1788185857,0,149.46,1905,799
1788185858,0,154.35,1905,799
1788185859,0,141.73,1740,799
1788185860,93,132.13,1905,799
1788185861,92,258.25,1905,799
1788185862,92,265.19,1905,799
1788185863,92,266.00,1905,799
1788185864,92,265.98,1905,799
1788185865,92,266.26,1905,799
1788185866,0,231.00,1905,799
1788185867,0,166.51,1905,799
1788185868,0,144.23,1740,799
1788185869,57,126.97,1905,799
1788185870,0,154.01,1905,799
1788185871,0,141.19,1740,799
1788185872,0,133.11,1740,799
1788185873,91,213.45,1905,799
1788185874,92,264.83,1905,799
1788185876,92,265.64,1905,799
1788185877,92,265.93,1905,799
1788185878,92,265.70,1905,799
1788185879,65,253.69,1905,799
1788185880,0,167.97,1905,799
1788185881,0,141.15,1740,799
1788185882,0,140.04,1740,799
1788185883,0,141.46,1905,799
1788185884,0,155.80,1905,799
1788185885,0,141.70,1740,799
1788185886,86,131.77,1905,799
1788185887,92,265.09,1905,799
1788185888,92,266.11,1905,799
1788185889,92,266.02,1905,799
1788185890,92,266.17,1905,799
1788185891,92,266.27,1905,799
1788185892,0,179.07,1905,799
1788185893,0,168.41,1740,799
1788185894,0,144.54,1740,799
1788185895,0,134.65,1890,799
1788185896,0,147.43,1890,799
1788185897,0,142.48,1740,799
1788185898,0,134.59,1815,799
1788185899,92,205.40,1905,799
1788185900,90,264.79,1905,799
1788185901,92,265.72,1905,799
1788185902,92,266.37,1905,799
1788185903,92,266.33,1905,799
1788185904,0,214.07,1905,799
1788185905,0,160.51,1905,799
1788185906,0,145.96,1740,799
1788185907,46,131.09,1830,799
1788185909,0,144.67,1830,799
1788185910,0,142.16,1740,799
1788185911,0,132.44,1740,799
1788185912,92,158.90,1905,799
1788185913,92,265.55,1905,799
1788185914,92,265.74,1905,799
1788185915,92,266.06,1905,799
1788185916,92,266.53,1905,799
1788185917,92,266.76,1905,799
1788185918,0,191.87,1905,799
1788185919,0,170.26,1740,799
1788185920,0,135.35,1740,799
1788185921,0,143.30,1860,799
1788185922,0,144.99,1860,799
1788185923,0,138.44,1740,799
1788185924,93,136.29,1905,799
1788185925,89,255.49,1905,799
1788185926,91,264.07,1905,799
1788185927,92,265.30,1905,799
1788185928,89,264.82,1905,799
1788185929,90,264.36,1905,799
1788185930,0,232.13,1905,799
1788185931,0,168.76,1905,799
1788185932,0,146.61,1740,799
1788185933,0,126.85,1905,799
1788185934,0,147.17,1905,799
1788185935,0,151.95,1740,799
1788185936,0,134.90,1740,799
1788185937,92,209.30,1905,799
1788185938,92,265.30,1905,799
1788185939,92,266.13,1905,799
1788185940,92,265.95,1905,799
1788185942,91,266.03,1905,799
1788185943,92,264.99,1905,799
1788185944,0,161.46,1905,799
1788185945,0,144.25,1740,799
1788185946,0,135.07,1740,799
1788185947,0,138.10,1905,799
1788185948,0,153.55,1905,799
1788185949,0,143.53,1740,799
1788185950,0,126.38,1905,799
1788185951,92,215.32,1905,799
1788185952,92,265.71,1905,799
1788185953,92,265.71,1905,799
1788185954,92,266.23,1905,799
1788185955,92,266.60,1905,799
1788185956,0,194.81,1905,799
1788185957,0,162.89,1905,799
1788185958,0,144.37,1740,799
1788185959,42,135.44,1905,799
1788185960,0,153.65,1905,799
1788185961,0,142.18,1740,799
1788185962,0,134.21,1740,799
1788185963,92,166.24,1905,799
1788185964,92,264.83,1905,799
1788185965,92,265.35,1905,799
1788185966,90,265.72,1905,799
1788185967,90,264.44,1905,799
1788185968,92,234.96,1905,799
1788185969,0,160.45,1905,799
1788185970,0,146.33,1740,799
1788185971,0,136.69,1740,799
1788185972,0,146.70,1905,799
1788185974,0,149.31,1905,799
1788185975,0,143.80,1740,799
1788185976,94,140.15,1905,799
1788185977,92,259.44,1905,799
1788185978,92,266.17,1905,799
1788185979,92,266.51,1905,799
1788185980,92,266.49,1905,799
1788185981,92,266.97,1905,799
1788185982,0,216.93,1905,799
1788185983,0,162.70,1905,799
1788185984,0,146.43,1740,799
1788185985,45,130.55,1905,799
1788185986,0,150.99,1905,799
1788185987,0,146.18,1740,799
1788185988,0,126.63,1740,799
1788185989,92,211.18,1905,799
1788185990,92,265.93,1905,799
1788185991,92,266.73,1905,799
1788185992,92,266.55,1905,799
1788185993,92,266.85,1905,799
1788185994,0,248.54,1905,799
1788185995,0,162.82,1905,799
1788185996,0,146.88,1740,799
1788185997,0,136.91,1740,799
1788185998,0,146.83,1905,799
1788185999,0,149.52,1905,799
1788186000,0,137.99,1740,799
1788186001,93,139.46,1905,799
1788186002,92,264.95,1905,799
1788186003,92,266.11,1905,799
1788186004,92,266.40,1905,799
1788186005,92,266.95,1905,799
1788186007,92,267.05,1905,799
1788186008,0,175.29,1905,799
1788186009,0,164.47,1740,799
1788186010,0,146.41,1740,799
1788186011,0,136.70,1905,799
1788186012,0,152.26,1905,799
1788186013,0,143.87,1740,799
1788186014,0,135.08,1740,799
1788186015,91,208.89,1905,799
1788186016,92,265.11,1905,799
1788186017,92,266.27,1905,799
1788186018,92,266.38,1905,799
1788186019,92,266.84,1905,799
1788186020,0,213.24,1905,799
1788186021,0,170.50,1905,799
1788186022,0,146.32,1740,799
1788186023,47,130.02,1905,799
1788186024,0,155.14,1905,799
1788186025,0,152.21,1740,799
1788186026,0,142.35,1740,799
1788186027,92,156.16,1905,799
1788186028,92,265.48,1905,799
1788186029,92,265.94,1905,799
1788186030,92,266.81,1905,799
1788186031,92,267.05,1905,799
1788186032,92,267.06,1905,799
1788186033,0,195.54,1905,799
1788186034,0,163.20,1740,799
1788186035,0,135.82,1740,799
1788186036,0,149.55,1905,799
1788186037,0,152.93,1905,799
1788186038,0,142.03,1740,799
1788186040,94,135.03,1905,799
1788186041,92,259.49,1905,799
1788186042,92,265.90,1905,799
1788186043,92,266.20,1905,799
1788186044,92,266.57,1905,799
1788186045,92,266.89,1905,799
1788186046,0,229.18,1905,799
1788186047,0,164.23,1905,799
1788186048,0,144.45,1740,799
1788186049,51,127.49,1905,799
1788186050,0,157.46,1905,799
1788186051,0,153.74,1740,799
1788186052,0,134.00,1740,799
1788186053,92,215.93,1905,799
1788186054,92,265.02,1905,799
1788186055,92,265.14,1905,799
1788186056,92,266.61,1905,799
1788186057,92,266.97,1905,799
1788186058,58,264.02,1905,799
1788186059,0,167.65,1905,799
1788186060,0,143.10,1740,799
1788186061,0,136.91,1740,799
1788186062,45,132.81,1905,799
1788186063,0,152.66,1905,799
1788186064,0,151.19,1740,799
1788186065,0,143.89,1740,799
1788186066,91,157.64,1905,799
1788186067,92,265.25,1905,799
1788186068,91,265.18,1905,799
1788186069,92,265.62,1905,799
1788186070,92,266.18,1905,799
1788186071,0,246.73,1905,799
1788186073,0,163.57,1905,799
1788186074,0,144.59,1740,799
1788186075,0,135.70,1740,799
1788186076,0,149.92,1905,799
1788186077,0,153.18,1905,799
1788186078,0,142.07,1740,799
1788186079,0,126.99,1740,185
1788186080,0,128.67,1740,185
1788186081,0,127.66,1740,185
1788186082,0,83.55,255,185
1788186083,0,35.25,210,185
1788186084,0,30.14,210,185
1788186085,0,29.30,210,185
1788186086,0,29.26,210,185
1788186087,0,29.15,210,185
1788186088,0,29.01,210,185
1788186089,0,28.99,210,185
1788186090,0,29.10,210,185
1788186091,0,29.05,210,185
1788186092,0,28.93,210,185
1788186093,0,28.78,210,185
1788186094,0,28.85,210,185
1788186095,0,29.12,210,185
1788186096,0,28.89,210,185
1788186097,0,28.84,210,185
1788186098,0,28.98,210,185
1788186099,0,28.91,210,185
1788186100,0,28.86,210,185
1788186101,0,28.68,210,185
1788186103,0,28.67,210,185
1788186104,0,28.73,210,185
1788186105,0,28.62,210,185
1788186106,0,28.48,210,185
1788186107,0,28.48,210,185
1788186108,0,28.29,210,185
1788186109,0,28.38,210,185
1788186110,0,28.54,210,185
1788186111,0,28.27,210,185
1788186112,0,28.16,210,185
1788186113,0,28.21,210,185
1788186114,0,28.25,210,185
1788186115,0,28.26,210,185
1788186116,0,28.18,210,185
1788186117,0,27.98,210,185
1788186118,0,27.95,210,185
1788186119,0,28.34,210,185
1788186120,0,31.17,210,185
1788186121,0,32.28,210,185
1788186122,0,29.08,210,185
1788186123,0,28.19,210,185
1788186124,0,28.15,210,185
1788186125,0,28.16,210,185
1788186126,0,28.03,210,185
1788186127,0,27.81,210,185
1788186128,0,27.75,210,185
1788186129,0,28.08,210,185
1788186130,0,27.69,210,185
1788186132,0,27.75,210,185
1788186133,0,27.66,210,185
1788186134,0,28.20,210,185
1788186135,0,28.19,210,185
1788186136,0,27.66,210,185
1788186137,0,27.69,210,185
1788186138,0,27.60,210,185
1788186139,0,27.84,210,185
1788186140,0,27.74,210,185
1788186141,0,27.51,210,185
1788186142,0,27.63,210,185
1788186143,7,71.88,1740,751
1788186144,6,121.27,1740,1553
1788186145,2,120.65,1740,1957
1788186146,0,119.78,1740,1959
1788186147,11,120.89,1740,2369
1788186148,34,133.26,1740,2935
1788186149,38,146.89,1785,3011
1788186150,42,161.50,1905,2661
1788186151,43,182.42,1935,3031
1788186152,42,189.74,1935,2769
1788186153,42,188.03,1935,3061
1788186154,44,191.05,1935,2891
1788186155,34,188.97,1935,3179
1788186156,39,189.22,1935,3049
1788186157,44,191.72,1935,3379
1788186158,38,189.91,1935,3171
1788186159,45,191.32,1935,3519
1788186160,31,189.08,1935,3311
1788186162,44,189.58,1935,3599
1788186163,34,192.19,1935,3453
1788186164,43,190.79,1935,3767
1788186165,35,191.59,1935,3503
1788186166,39,190.46,1935,3819
1788186167,37,190.75,1935,3647
1788186168,46,191.76,1935,3537
1788186169,44,191.29,1935,3927
1788186170,40,193.48,1935,3857
1788186171,43,191.79,1935,4247
1788186172,43,193.72,1935,4019
1788186173,39,191.13,1920,3797
1788186174,46,190.48,1920,4155
1788186175,46,191.08,1920,4033
1788186176,40,193.82,1920,4487
1788186177,41,191.57,1920,4371
1788186178,44,194.18,1920,4219
1788186179,47,192.14,1920,4531
1788186180,39,194.00,1920,4319
1788186181,40,191.10,1920,4639
1788186182,34,192.57,1920,4535
1788186183,40,191.95,1920,4641
1788186184,27,191.89,1920,4839
1788186185,44,192.08,1920,4737
1788186186,38,192.57,1920,5019
1788186187,29,189.91,1920,7227
1788186188,35,201.27,1920,5469
1788186189,36,207.39,1920,6653
1788186190,36,206.53,1920,7631
1788186191,0,178.17,1920,5959
1788186192,0,152.97,1920,5959
1788186193,0,141.41,1740,5959
1788186195,41,125.58,1755,6263
1788186196,38,178.41,1920,5339
1788186197,46,192.52,1920,5635
1788186198,33,194.39,1920,5431
1788186199,39,192.85,1920,5343
1788186200,40,192.99,1920,5675
1788186201,44,193.64,1920,5571
1788186202,40,193.18,1920,5871
1788186203,44,195.96,1920,5845
1788186204,44,194.45,1920,5653
1788186205,41,196.01,1920,5931
1788186206,46,194.19,1920,5911
1788186207,39,196.28,1920,6251
1788186208,38,193.69,1920,6117
1788186209,33,193.85,1920,6041
1788186210,40,193.20,1920,6363
1788186211,31,193.82,1920,6179
1788186212,47,194.26,1920,6471
1788186213,45,194.56,1920,6437
1788186214,39,196.37,1920,6353
1788186215,38,193.96,1920,6695
1788186216,33,193.87,1920,6619
1788186217,47,194.74,1920,6543
1788186218,45,195.02,1920,6887
1788186219,39,196.63,1920,6811
1788186220,41,194.68,1920,6719
1788186221,38,195.54,1920,6863
1788186222,38,194.79,1920,6989
1788186223,39,196.12,1920,7179
1788186224,45,195.91,1920,7215
1788186225,29,193.89,1920,6917
1788186226,39,193.43,1920,7079
1788186228,47,197.09,1920,7251
1788186229,39,196.88,1920,7531
1788186230,39,195.46,1920,7105
1788186231,34,194.08,1920,7211
1788186232,41,193.81,1920,7447
1788186233,41,197.09,1920,7719
1788186234,37,200.08,1920,9209
1788186235,37,208.38,1905,8003
1788186236,37,207.83,1905,7643
1788186237,37,207.82,1905,8215
1788186238,0,199.04,1905,9171
1788186239,0,157.36,1905,9171
1788186240,0,131.77,1740,9171
1788186241,46,134.00,1905,9547
1788186242,38,189.44,1905,7223
1788186243,30,191.74,1905,7319
1788186244,45,193.62,1905,7547
1788186245,39,196.29,1905,7807
1788186246,45,195.67,1905,7423
1788186247,39,196.18,1905,7601
1788186248,40,193.57,1905,7775
1788186249,47,196.41,1905,8035
1788186250,41,196.42,1905,7705
1788186251,38,195.69,1905,7847
1788186252,41,194.40,1905,8023
1788186253,39,194.74,1905,8271
1788186254,39,195.51,1905,7943
1788186255,43,195.71,1905,8149
1788186256,47,196.74,1905,8295
1788186257,44,197.06,1905,8227
1788186258,41,193.82,1905,8135
1788186259,46,196.48,1905,8363
1788186261,40,197.00,1905,8591
1788186262,39,196.17,1905,8139
1788186263,30,194.19,1905,8367
1788186264,45,194.02,1905,8583
1788186265,40,196.82,1905,8823
1788186266,38,196.01,1905,8417
1788186267,33,195.15,1905,8627
1788186268,39,194.60,1905,8833
1788186269,38,195.93,1905,8543
1788186270,44,196.26,1905,8757
1788186271,39,194.79,1905,9005
1788186272,39,195.89,1905,8663
1788186273,38,193.97,1905,8849
1788186274,45,196.44,1905,9125
1788186275,41,197.69,1905,8801
1788186276,47,194.63,1905,9023
1788186277,40,198.20,1905,9233
1788186278,41,196.81,1905,8941
1788186279,32,195.06,1905,9135
1788186280,38,196.86,1905,11407
1788186281,38,209.97,1905,11973
1788186282,36,209.74,1905,12417
1788186283,37,207.35,1905,12421
1788186284,26,206.38,1905,10305
1788186285,0,159.13,1905,10305
1788186286,0,142.00,1740,10305
1788186287,0,133.96,1740,10539
1788186288,44,157.37,1905,9485
1788186289,41,197.12,1905,9367
1788186290,39,193.32,1905,9393
1788186291,40,195.82,1905,9517
1788186292,46,196.96,1905,9783
1788186294,39,197.13,1905,9439
1788186295,40,193.85,1905,9639
1788186296,46,196.72,1905,9899
1788186297,40,197.85,1905,9563
1788186298,25,194.11,1905,9779
1788186299,44,193.51,1905,9971
1788186300,47,197.22,1905,9675
1788186301,39,197.61,1905,9895
1788186302,44,194.42,1905,10103
1788186303,41,197.39,1905,9813
1788186304,42,197.44,1905,9975
1788186305,24,195.10,1905,10215
1788186306,38,196.07,1905,10193
1788186307,38,192.19,1905,10045
1788186308,38,195.46,1905,10259
1788186309,43,196.53,1905,10477
1788186310,29,195.53,1905,10175
1788186311,38,195.22,1905,10343
1788186312,47,197.15,1905,10611
1788186313,42,197.88,1905,10287
1788186314,38,193.97,1905,10503
1788186315,46,196.23,1905,10711
1788186316,44,198.31,1905,10367
1788186317,33,196.88,1905,10583
1788186318,45,194.86,1905,10823
1788186319,45,196.76,1905,10483
1788186320,41,197.31,1905,10703
1788186321,28,194.12,1905,10911
1788186322,26,195.65,1905,10577
1788186323,47,194.71,1905,10793
1788186324,42,197.81,1905,11035
1788186325,39,197.28,1905,10717
1788186327,21,193.10,1905,11669
1788186328,38,205.46,1905,12673
1788186329,38,209.44,1905,12881
1788186330,38,209.29,1905,13249
1788186331,37,209.59,1905,12857
1788186332,0,170.62,1905,12857
1788186333,0,158.01,1740,12857
1788186334,0,138.54,1740,12857
1788186335,43,134.84,1905,10959
1788186336,40,192.09,1905,11137
1788186337,39,196.38,1905,10815
1788186338,39,196.11,1905,11029
1788186339,38,196.37,1905,11209
1788186340,40,195.90,1905,10937
1788186341,44,195.01,1905,11145
1788186342,42,197.01,1905,11317
1788186343,38,196.90,1905,10993
1788186344,39,193.04,1905,11215
1788186345,44,196.61,1905,11409
1788186346,42,198.53,1905,11049
1788186347,40,194.12,1905,11273
1788186348,45,196.82,1905,11197
1788186349,44,198.25,1905,11127
1788186350,43,195.35,1905,11357
1788186351,47,198.29,1905,11031
1788186352,39,198.20,1905,11233
1788186353,47,194.47,1905,11459
1788186354,44,197.91,1905,11103
1788186355,44,198.11,1905,11327
1788186356,39,197.62,1905,11021
1788186357,46,194.29,1905,11215
1788186359,43,197.82,1905,11397
1788186360,38,197.60,1905,11073
1788186361,46,195.10,1905,11281
1788186362,44,197.38,1905,11497
1788186363,39,197.42,1905,11151
1788186364,47,194.88,1905,11329
1788186365,42,198.07,1905,11019
1788186366,39,197.82,1905,11237
1788186367,41,195.64,1905,11479
1788186368,40,197.73,1905,11131
1788186369,45,197.46,1905,11301
1788186370,39,195.36,1905,11471
1788186371,40,197.35,1905,11179
1788186372,43,197.23,1905,11427
1788186373,44,198.66,1905,11089
1788186374,49,200.48,1905,12223
1788186375,38,208.05,1905,12911
1788186376,38,210.36,1905,13359
1788186377,36,209.85,1905,13779
1788186378,0,187.55,1905,14935
1788186379,0,156.32,1905,14935
1788186380,0,131.23,1740,14935
1788186381,56,128.40,1905,11335
1788186382,38,181.34,1905,11571
1788186383,47,197.21,1905,11373
1788186384,39,198.38,1905,11649
1788186385,45,194.53,1905,11931
1788186386,45,196.62,1905,11689
